marital_status,application_mode,application_order,course,course_time,education_level,previous_grade,nationality,mother_education,father_education,mother_occupation,father_occupation,admission_grade,is_displaced,has_special_needs,is_debtor,is_tuition_paid,gender,is_scholarship_holder,age_at_enrollment,is_international,s1_credited,s1_enrolled,s1_evaluated,s1_approved,s1_grade,s1_not_evaluated,s2_credited,s2_enrolled,s2_evaluated,s2_approved,s2_grade,s2_not_evaluated,unemployment_rate,inflation_rate,gdp,status,avg_grade,avg_grade_bin,avg_admission_grade_bin,unemployment_bin,inflation_bin,gdp_bin
single,2nd phase - general contingent,3,Social Service,daytime,Secondary,59.0,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Personal services & sales,55.00000000000001,1,0,0,1,female,0,18,0,0,6,6,6,60.0,0,0,6,6,5,68.0,0,8.9,1.4,3.51,Graduate,64.0,61-80,50-70,Very Low,Medium,Very High
single,1st phase - general contingent,3,Journalism and Communication,daytime,Secondary,60.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Technicians & associate professionals,Technicians & associate professionals,58.050000000000004,0,0,0,1,female,1,18,0,0,6,6,6,65.83333335,0,0,6,6,6,60.83333335,0,12.4,0.5,1.79,Graduate,63.333333350000004,61-80,50-70,Medium,Low,High
single,1st phase - general contingent,3,Journalism and Communication,daytime,Secondary,67.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Personal services & sales,Machine operators,66.65,1,0,0,1,female,1,18,0,0,6,6,6,74.16666665,0,0,6,6,6,70.83333334999999,0,8.9,1.4,3.51,Graduate,72.5,61-80,50-70,Very Low,Medium,Very High
single,Technological specialization diploma holders,1,Communication Design,daytime,Secondary,70.0,Portuguese,Secondary,Secondary,Unskilled workers,Machine operators,72.15,1,0,0,1,female,0,19,0,2,7,7,7,65.0,0,5,9,9,9,66.1111111,0,12.4,0.5,1.79,Graduate,65.55555555000001,61-80,70-100,Medium,Low,High
single,3rd phase - general contingent,3,Nursing,daytime,Secondary,72.5,Portuguese,Secondary,Secondary,Admin staff,Machine operators,66.8,1,0,0,1,female,0,18,0,0,7,8,7,65.4357143,0,0,8,8,8,64.75,0,11.1,0.6,2.02,Graduate,65.09285715,61-80,50-70,Medium,Low,Very High
single,1st phase - general contingent,1,Equinculture,daytime,Secondary,66.5,Portuguese,Secondary,Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,61.6,1,0,0,1,female,1,19,0,0,6,8,6,66.66666665000001,0,0,6,7,6,68.33333335,0,8.9,1.4,3.51,Graduate,67.5,61-80,50-70,Very Low,Medium,Very High
single,1st phase - general contingent,1,Basic Education,daytime,Secondary,63.5,Portuguese,Higher education (diploma),Secondary,Technicians & associate professionals,Skilled industry workers,68.6,1,0,0,1,female,0,18,0,0,6,7,6,60.83333335,0,0,6,10,4,63.74999999999999,0,10.8,1.4,1.74,Enrolled,62.291666674999995,61-80,50-70,Low,Medium,High
single,Short cycle diploma holders,1,Communication Design,daytime,Professional higher technical course,65.0,Portuguese,Higher education (diploma),Basic 3rd cycle (9th-11th),Technicians & associate professionals,Personal services & sales,65.0,1,0,0,0,female,1,22,0,0,6,8,6,55.00000000000001,0,0,6,10,4,60.0,0,8.9,1.4,3.51,Enrolled,57.5,41-60,50-70,Very Low,Medium,Very High
single,1st phase - general contingent,2,Social Service,daytime,Secondary,58.5,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Unskilled workers,Machine operators,55.00000000000001,1,0,1,0,female,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,0.0,0-20,50-70,Medium,Low,Very High
single,2nd phase - general contingent,4,Management,daytime,Secondary,62.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Personal services & sales,Personal services & sales,59.0,1,0,0,1,female,0,19,0,0,5,7,5,68.0,0,0,5,6,5,61.0,0,8.9,1.4,3.51,Graduate,64.5,61-80,50-70,Very Low,Medium,Very High
single,1st phase - general contingent,1,Journalism and Communication,daytime,Secondary,70.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,64.2,1,0,0,1,female,0,18,0,0,6,6,6,77.5,0,0,6,6,6,70.0,0,11.1,0.6,2.02,Graduate,73.75,61-80,50-70,Medium,Low,Very High
single,1st phase - general contingent,3,Basic Education,daytime,Secondary,61.0,Portuguese,Secondary,Higher education (diploma),Personal services & sales,Technicians & associate professionals,56.8,0,0,0,1,female,0,19,0,0,7,7,7,69.2857143,0,0,7,7,7,71.42857145,0,11.1,0.6,2.02,Graduate,70.357142875,61-80,50-70,Medium,Low,Very High
single,2nd phase - general contingent,2,Management,daytime,Secondary,59.0,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Unskilled workers,Technicians & associate professionals,56.75,1,0,1,1,female,0,20,0,0,5,10,2,57.49999999999999,0,0,5,8,3,50.0,0,11.1,0.6,2.02,Enrolled,53.75,41-60,50-70,Medium,Low,Very High
single,2nd phase - general contingent,3,Communication Design,daytime,Secondary,71.0,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Technicians & associate professionals,Personal services & sales,73.45,1,0,0,1,female,1,18,0,0,6,6,6,65.0,0,0,6,6,6,60.83333335,0,16.2,0.3,-0.92,Graduate,62.916666675,61-80,70-100,Very High,Low,Medium
single,1st phase - general contingent,1,Equinculture,daytime,Secondary,71.5,Portuguese,Higher education (diploma),Higher education (diploma),"Specialists (science, law, etc.)",Military professions,70.65,0,0,1,0,female,0,23,0,0,6,10,6,70.0,0,0,6,11,4,65.0,0,11.1,0.6,2.02,Enrolled,67.5,61-80,70-100,Medium,Low,Very High
single,1st phase - general contingent,4,Journalism and Communication,daytime,Secondary,71.5,Portuguese,Secondary,Higher education (diploma),Admin staff,Skilled industry workers,64.85,1,0,0,1,female,0,20,0,0,4,4,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,0.0,0-20,50-70,Very Low,Medium,Very High
single,1st phase - general contingent,5,Communication Design,daytime,Secondary,61.5,Portuguese,Higher education (diploma),Secondary,Unskilled workers,Technicians & associate professionals,60.650000000000006,1,0,0,1,female,0,20,0,0,6,6,6,55.833333350000004,0,0,6,9,6,57.49999999999999,0,12.4,0.5,1.79,Enrolled,56.666666675,41-60,50-70,Medium,Low,High
single,1st phase - general contingent,1,Social Service,daytime,Secondary,57.49999999999999,Portuguese,Secondary,Secondary,Unskilled workers,Admin staff,54.55,1,0,1,0,female,1,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,0.0,0-20,50-70,Medium,Low,High
single,2nd phase - general contingent,2,Basic Education,daytime,Secondary,56.00000000000001,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Personal services & sales,Skilled industry workers,53.55,1,0,0,1,female,1,18,0,0,7,8,7,60.714285700000005,0,0,7,9,6,68.33333335,0,11.1,0.6,2.02,Graduate,64.523809525,61-80,50-70,Medium,Low,Very High
single,2nd phase - general contingent,1,Nursing,daytime,Secondary,67.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,64.6,0,0,0,1,female,1,18,0,0,7,7,7,70.72857145,0,0,8,9,8,68.13888890000001,0,11.1,0.6,2.02,Graduate,69.43373017500001,61-80,50-70,Medium,Low,Very High
single,1st phase - general contingent,1,Nursing,daytime,Secondary,81.0,Portuguese,Higher education (diploma),Masters degree,Technicians & associate professionals,Technicians & associate professionals,77.05,0,0,0,1,female,0,18,0,0,7,7,7,72.24999999999999,0,0,8,9,8,70.72222219999999,0,11.1,0.6,2.02,Graduate,71.48611109999999,61-80,70-100,Medium,Low,Very High
single,1st phase - general contingent,1,Basic Education,daytime,Secondary,71.5,Portuguese,Basic 3rd cycle (9th-11th),Higher education (diploma),Admin staff,Admin staff,73.6,0,0,0,1,female,0,18,0,0,7,7,7,78.57142855,0,0,7,7,7,75.0,0,11.1,0.6,2.02,Graduate,76.785714275,61-80,70-100,Medium,Low,Very High
single,Change of institution/course,1,Management,daytime,Secondary,65.0,Portuguese,Secondary,Secondary,Admin staff,Admin staff,60.0,0,0,0,1,female,0,21,0,0,5,9,5,64.0,0,0,5,11,3,63.33333335,0,11.1,0.6,2.02,Enrolled,63.666666675,61-80,50-70,Medium,Low,Very High
single,2nd phase - general contingent,1,Communication Design,daytime,Secondary,68.0,Portuguese,Secondary,Basic 1st cycle (4th-5th),Admin staff,Personal services & sales,65.4,0,0,0,1,female,0,20,0,0,6,6,6,62.5,0,0,6,8,6,57.49999999999999,0,10.8,1.4,1.74,Enrolled,60.0,41-60,50-70,Low,Medium,High
single,1st phase - special contingent (Madeira Island),1,Communication Design,daytime,Secondary,62.5,Portuguese,Secondary,Secondary,Admin staff,Admin staff,60.4,1,0,0,1,female,0,18,0,0,6,6,6,72.5,0,0,6,6,6,64.16666665000001,0,12.4,0.5,1.79,Graduate,68.33333332500001,61-80,50-70,Medium,Low,High
single,2nd phase - general contingent,2,Nursing,daytime,Secondary,66.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Technicians & associate professionals,Personal services & sales,62.7,1,0,0,0,female,1,20,0,0,7,7,7,67.3142857,0,0,8,10,7,65.82142855,0,11.1,0.6,2.02,Enrolled,66.56785712499999,61-80,50-70,Medium,Low,Very High
single,1st phase - general contingent,1,Social Service (evening attendance),evening,Secondary,61.5,Portuguese,Unknown,Basic 1st cycle (4th-5th),Unskilled workers,Other,60.650000000000006,1,0,0,1,female,0,25,0,0,6,6,6,64.16666665000001,0,0,6,6,6,64.16666665000001,0,7.6,2.6,0.32,Graduate,64.16666665000001,61-80,50-70,Very Low,High,Medium
single,1st phase - general contingent,1,Management,daytime,Secondary,71.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,63.5,1,0,0,1,female,1,18,0,0,5,10,5,60.0,0,0,5,8,4,57.99999999999999,0,13.9,-0.3,0.79,Graduate,59.0,41-60,50-70,High,Very Low,High
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,70.0,Spanish,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Skilled industry workers,65.8,1,0,0,1,female,0,20,1,0,7,9,6,73.57142855000001,0,1,7,16,6,65.99999999999999,0,12.4,0.5,1.79,Enrolled,69.785714275,61-80,50-70,Medium,Low,High
single,1st phase - general contingent,2,Social Service,daytime,Secondary,66.55,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,53.0,1,0,0,1,female,1,20,0,0,6,7,6,62.85714285,0,0,6,7,6,66.42857144999999,0,12.4,0.5,1.79,Graduate,64.64285715,61-80,50-70,Medium,Low,High
single,3rd phase - general contingent,4,Journalism and Communication,daytime,Secondary,56.99999999999999,Portuguese,Secondary,Secondary,Unskilled workers,Unskilled workers,55.8,1,0,0,1,female,1,21,0,0,6,6,6,62.5,0,0,6,6,6,57.49999999999999,0,11.1,0.6,2.02,Graduate,60.0,41-60,50-70,Medium,Low,Very High
single,2nd phase - general contingent,3,Advertising and Marketing Management,daytime,Secondary,62.5,Portuguese,Secondary,Higher education (diploma),Admin staff,Technicians & associate professionals,58.650000000000006,1,0,0,1,female,0,18,0,0,6,8,6,70.0,0,0,6,9,5,70.0,0,8.9,1.4,3.51,Graduate,70.0,61-80,50-70,Very Low,Medium,Very High
single,2nd phase - general contingent,1,Basic Education,daytime,Secondary,63.5,Portuguese,Secondary,Secondary,Personal services & sales,Skilled industry workers,60.699999999999996,1,0,0,1,female,0,18,0,0,7,8,7,57.857142849999995,0,0,7,9,6,65.83333335,0,11.1,0.6,2.02,Dropout,61.8452381,61-80,50-70,Medium,Low,Very High
single,1st phase - general contingent,3,Communication Design,daytime,Secondary,66.0,Portuguese,Secondary,Higher education (diploma),Unskilled workers,Skilled industry workers,63.05,1,0,0,1,female,1,18,0,0,6,6,6,79.16666665000001,0,0,6,6,6,76.66666665000001,0,11.1,0.6,2.02,Graduate,77.91666665000001,61-80,50-70,Medium,Low,Very High
single,1st phase - general contingent,4,Nursing,daytime,Secondary,74.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Admin staff,Personal services & sales,68.5,1,0,0,1,female,0,18,0,0,8,8,8,71.25,0,0,8,8,8,71.25,0,9.4,-0.8,-3.12,Graduate,71.25,61-80,50-70,Low,Very Low,Very Low
single,Change of course,1,Advertising and Marketing Management,daytime,Secondary,69.5,Portuguese,Higher education (diploma),Basic 3rd cycle (9th-11th),Technicians & associate professionals,Personal services & sales,60.4,0,0,0,1,female,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,0-20,50-70,Very High,High,Very Low
single,2nd phase - general contingent,1,Tourism,daytime,Secondary,68.0,Portuguese,Technological specialization,Higher education (diploma),Technicians & associate professionals,Technicians & associate professionals,64.35,1,0,0,1,female,0,20,0,0,6,8,6,58.33333335,0,0,6,10,6,55.00000000000001,0,13.9,-0.3,0.79,Dropout,56.666666675,41-60,50-70,High,Very Low,High
single,Over 23 years old,1,Social Service,daytime,12th grade - not completed,66.55,Portuguese,Unknown,Unknown,Student,Student,59.0,0,0,0,1,female,0,47,0,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0-20,50-70,Very Low,High,Medium
single,Change of course,1,Equinculture,daytime,Secondary,60.0,Spanish,Secondary,Higher education (diploma),Unskilled workers,"Specialists (science, law, etc.)",60.0,0,0,1,1,female,0,21,1,2,5,9,5,65.99999999999999,2,0,5,7,2,62.5,2,10.8,1.4,1.74,Enrolled,64.25,61-80,50-70,Low,Medium,High
married,Over 23 years old,1,Equinculture,daytime,Secondary,65.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Farmers & agriculture,80.0,0,0,0,1,male,0,31,0,1,6,11,2,60.0,1,1,6,12,1,50.0,1,16.2,0.3,-0.92,Dropout,55.0,41-60,70-100,Very High,Low,Medium
married,Over 23 years old,1,Informatics Engineering,daytime,Secondary,55.00000000000001,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Other,Personal services & sales,75.0,1,0,0,1,male,0,46,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0-20,70-100,Very Low,High,Medium
single,1st phase - general contingent,3,Informatics Engineering,daytime,Secondary,66.5,Portuguese,Higher education (diploma),Secondary,Technicians & associate professionals,Admin staff,60.9,1,0,0,1,male,0,18,0,0,5,9,4,60.0,0,0,5,10,2,55.00000000000001,0,8.9,1.4,3.51,Enrolled,57.5,41-60,50-70,Very Low,Medium,Very High
single,2nd phase - general contingent,3,Informatics Engineering,daytime,Secondary,69.0,Portuguese,Higher education (diploma),Higher education (diploma),Technicians & associate professionals,Admin staff,62.7,1,1,0,1,male,0,19,0,0,5,10,3,66.66666665000001,0,0,5,9,4,53.75,0,8.9,1.4,3.51,Dropout,60.208333325000005,61-80,50-70,Very Low,Medium,Very High
single,Change of institution/course,1,Oral Hygiene,daytime,Secondary,65.5,Portuguese,Secondary,Basic 1st cycle (4th-5th),Sellers,Unskilled industry & transport workers,63.3,1,0,0,1,male,0,23,0,0,7,11,5,62.07142854999999,0,0,7,13,2,67.5,0,8.9,1.4,3.51,Enrolled,64.785714275,61-80,50-70,Very Low,Medium,Very High
single,Technological specialization diploma holders,1,Equinculture,daytime,Technological specialization,75.0,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Machine operators,75.0,0,0,0,0,male,0,22,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,0.0,0-20,70-100,Medium,Very High,Low
single,1st phase - general contingent,1,Management,daytime,Secondary,62.5,Portuguese,Basic 2nd cycle (6th-8th),Secondary,Technicians & associate professionals,Military professions,57.25,1,0,0,1,male,0,19,0,0,5,5,5,69.0,0,0,5,7,5,62.0,0,9.4,-0.8,-3.12,Graduate,65.5,61-80,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,1,Management,daytime,Secondary,54.0,Brazilian,Higher education (diploma),Higher education (diploma),Unskilled workers,Unskilled workers,53.5,0,0,1,0,female,0,19,1,0,5,14,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,0.0,0-20,50-70,Very Low,Medium,Very High
single,2nd phase - general contingent,1,Management,daytime,Secondary,57.99999999999999,Portuguese,Higher education (diploma),Secondary,Technicians & associate professionals,Admin staff,57.85,0,0,0,0,male,0,22,0,0,5,10,4,57.49999999999999,0,0,5,11,4,70.0,0,8.9,1.4,3.51,Enrolled,63.75,61-80,50-70,Very Low,Medium,Very High
single,Over 23 years old,1,Equinculture,daytime,Secondary,66.55,Portuguese,Higher education (diploma),Unknown,Technicians & associate professionals,Student,60.0,0,0,1,0,male,0,29,0,0,5,11,0,0.0,4,0,5,6,0,0.0,1,9.4,-0.8,-3.12,Dropout,0.0,0-20,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,3,Nursing,daytime,Secondary,73.5,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),Unskilled workers,Personal services & sales,67.4,1,0,0,1,female,0,18,0,0,7,7,6,70.08333335,0,0,7,7,6,70.08333335,0,7.6,2.6,0.32,Graduate,70.08333335,61-80,50-70,Very Low,High,Medium
single,1st phase - general contingent,1,Social Service,daytime,Secondary,71.5,Portuguese,Basic 2nd cycle (6th-8th),Unknown,Unskilled workers,Unskilled workers,66.8,1,0,0,1,female,0,18,0,0,6,9,5,57.00000000000001,0,0,6,8,5,54.0,0,9.4,-0.8,-3.12,Graduate,55.5,41-60,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary,57.49999999999999,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Machine operators,64.5,1,0,1,0,female,1,23,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.0,0-20,50-70,Low,Very Low,Very Low
married,Over 23 years old,1,Management (evening attendance),evening,Secondary,80.0,Portuguese,Secondary,Secondary,Kitchen assistants,Science & engineering technicians,64.2,0,0,0,1,female,0,34,0,0,5,12,5,52.0,0,0,5,11,5,60.0,0,12.4,0.5,1.79,Graduate,56.0,41-60,50-70,Medium,Low,High
single,2nd phase - general contingent,1,Management,daytime,Secondary,59.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,61.1,0,0,0,1,female,0,19,0,0,5,11,3,53.333333350000004,0,0,5,9,4,51.24999999999999,0,11.1,0.6,2.02,Graduate,52.291666675,41-60,50-70,Medium,Low,Very High
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,61.0,Portuguese,Secondary,Secondary,"Specialists (science, law, etc.)",Personal services & sales,56.65,1,0,0,1,female,0,18,0,0,5,9,4,71.25,0,0,5,8,5,63.57142855,0,10.8,1.4,1.74,Enrolled,67.410714275,61-80,50-70,Low,Medium,High
single,2nd phase - general contingent,6,Nursing,daytime,Secondary,71.5,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Admin staff,64.95,0,0,0,1,female,1,20,0,3,7,7,7,69.57142855000001,0,5,8,8,8,70.53125,0,11.1,0.6,2.02,Graduate,70.051339275,61-80,50-70,Medium,Low,Very High
single,1st phase - general contingent,6,Nursing,daytime,Secondary,66.5,Portuguese,Higher education (diploma),Higher education (diploma),Govt & executive leaders,Govt & executive leaders,63.1,1,0,0,1,female,0,19,0,0,7,9,7,68.80555555,0,0,8,11,7,64.11875,0,15.5,2.8,-4.06,Graduate,66.46215277499999,61-80,50-70,Very High,High,Very Low
single,1st phase - special contingent (Azores Island),2,Basic Education,daytime,Secondary,61.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Admin staff,Personal services & sales,56.3,1,0,0,1,female,0,22,0,0,6,10,5,63.0,0,0,6,9,4,56.25,0,12.7,3.7,-1.7,Enrolled,59.625,41-60,50-70,Medium,Very High,Low
single,1st phase - general contingent,1,Social Service,daytime,Secondary,82.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,74.5,1,0,0,1,female,1,23,0,0,6,7,6,69.2857143,0,0,6,6,6,70.83333334999999,0,10.8,1.4,1.74,Graduate,70.05952382499999,61-80,70-100,Low,Medium,High
married,Over 23 years old,1,Nursing,daytime,Secondary,66.55,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,60.0,0,0,0,1,male,1,34,0,0,8,8,7,69.2142857,0,0,8,8,7,69.2142857,0,12.7,3.7,-1.7,Graduate,69.2142857,61-80,50-70,Medium,Very High,Low
single,2nd phase - general contingent,4,Informatics Engineering,daytime,Secondary,63.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Personal services & sales,Personal services & sales,60.199999999999996,1,0,1,0,male,0,18,0,0,5,12,0,0.0,0,0,5,8,0,0.0,0,9.4,-0.8,-3.12,Enrolled,0.0,0-20,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,3,Journalism and Communication,daytime,Secondary,70.0,Portuguese,Secondary,Technological specialization,Admin staff,Govt & executive leaders,64.05,1,1,0,1,male,0,21,0,0,6,6,5,59.00000000000001,0,0,6,9,0,0.0,0,16.2,0.3,-0.92,Dropout,29.500000000000004,21-40,50-70,Very High,Low,Medium
single,1st phase - general contingent,1,Social Service,daytime,Secondary,63.5,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Technicians & associate professionals,70.85,1,0,0,1,male,0,22,0,0,6,6,6,63.33333335,0,0,6,6,6,69.16666665,0,10.8,1.4,1.74,Dropout,66.25,61-80,70-100,Low,Medium,High
single,Over 23 years old,1,Agronomy,daytime,11th-grade,66.55,Portuguese,Basic 1st cycle (4th-5th),Secondary,Unskilled workers,Military professions,65.0,0,0,0,1,male,0,28,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,0.0,0-20,50-70,Medium,Low,Very High
